岗位名称,类别,职位名称,所属地,专业学科,学历要求,岗位描述
工程技术类24,正式,工程技术类24,全国 国外,机械设计制造及其自动化,本科及以上,身体健康，无色忙色弱，能适应工作环境。
,正式,工程技术类24,全国 国外,材料成型及控制工程,本科及以上,身体健康，无色忙色弱，能适应工作环境。
,正式,工程技术类24,全国 国外,电气工程及其自动化,本科及以上,身体健康，无色忙色弱，能适应工作环境。
,正式,工程技术类24,全国 国外,计算机科学与技术,本科及以上,身体健康，无色忙色弱，能适应工作环境。
,正式,工程技术类24,全国 国外,土木工程,本科及以上,身体健康，无色忙色弱，能适应工作环境。
经营管理类24,正式,经营管理类24,全国 国外,法学,本科及以上,身体健康，能适应工作环境。
,正式,经营管理类24,全国 国外,工程管理,本科及以上,身体健康，能适应工作环境。
,正式,经营管理类24,全国 国外,财务管理,本科及以上,身体健康，能适应工作环境。
,正式,经营管理类24,全国 国外,物流管理,本科及以上,身体健康，能适应工作环境。
设计师,正式,规划与设计,济南市,电气工程及其自动化,硕士及以上,1.学业优良，取得相应学历学位证书。2.品行端正，身体健康，乐观向上，责任心强。3.具有较强的沟通能力、组织协调能力，注重团队协作，适应能力强。4.具有专业理论知识，发明创造能力，设计构想能力。5.英语四级，英语六级以上者优先。6.硕士研究生及以上学历。
,正式,规划与设计,济南市,土木工程,硕士及以上,1.学业优良，取得相应学历学位证书。2.品行端正，身体健康，乐观向上，责任心强。3.具有较强的沟通能力、组织协调能力，注重团队协作，适应能力强。4.具有专业理论知识，发明创造能力，设计构想能力。5.英语四级，英语六级以上者优先。6.硕士研究生及以上学历。
安装工程师,正式,电气/电器工程师,全国,不限专业,中专及以上,有电工证优先录用，中专以上学历，应届毕业生也可提供住宿。有配电柜组装经验者优先录用
技术支持工程师,正式,电气工程师/技术员,山东省 济南市,不限专业,大专及以上,设备调试要求: 1.电气自动化、工业自动化、电力电子、机电一体化等专业，熟悉CAD制图，有相关经验者优先录用。
电话销售,正式,售前咨询,山东省 济南市,不限专业,大专及以上,1.经验不限，可带薪培训;2.良好的口头表达能力，掌握一定的语言沟通技巧3.可接受应届毕业生;
销售,正式,销售,山东省 济南市,不限专业,大专及以上,1、年龄22-40岁，沟通表达流畅，思路灵活，综合素质良好;2、能独立开发开发市场，可承担压力，有销售经验者优先考虑2、热爱销售工作，能够吃苦耐劳，有团队合作意识3、具备敏锐的市场洞察力及拓展能力，良好的沟通能力;4、具备良好的客户服务意识5、服从公司内部管理制度
篮球助教,正式,篮球助教,济南市,不限专业,不限,职位要求:1.具备篮球专业知识和技能，热爱篮球教育事业和教学工作2.体育院校毕业、专业队教练、退役队员或具备相关经验以及在相关的如培训机构的工作经验者优先考虑;3.能够独立编纂篮球教案，对篮球的教学方式、比赛规则、篮球文化有独到的见解;4.有较强的组织能力、教学实践能力、语言沟通能力以及亲和力5.有强烈的工作激情、出色的独立思考和推动能力，愿意为青少年篮球事业做出贡献;6没经验的，只要热爱体育行业可以从助教开始培养
推广竞价专员,正式,网络推广专员,山东省 济南市,不限专业,本科及以上,有较强的数据分析能力，熟练使用excel进行数据分析及时发现问题并予以改进
网络客服专员,正式,客服专员/助理,山东省 济南市,不限专业,本科及以上,擅长在线沟通和语言表达，做事耐心细致，有亲和力和服务意识
网络销售,正式,网络/在线销售,山东省 济南市,不限专业,大专及以上,1、擅长在线沟通和语言表达，做事耐心细致，有亲和力和服务意识;
电力管培生,正式,其他技术职位,济南市,电气工程及其自动化,本科及以上,电气工程及自动化相关专业
业务员,正式,销售专员,全国,不限专业,不限,销售专员
运营总监,正式,销售总监,济南市,不限专业,不限,负责市场运营
销售部副经理,正式,销售主管,济南市,不限专业,不限,销售部副经理
销售部经理,正式,销售经理,济南市,不限专业,不限,销售总监
理疗师（男）,正式,美容师,山东省 济南市,针灸推拿学,中专及以上,身高不低于165厘米，身材匀称。不是过敏性皮肤。身体健康
,正式,美容师,山东省 济南市,中医康复学,中专及以上,身高不低于165厘米，身材匀称。不是过敏性皮肤。身体健康
,正式,美容师,山东省 济南市,康复物理治疗,中专及以上,身高不低于165厘米，身材匀称。不是过敏性皮肤。身体健康
美容师（女）,正式,美容师,山东省 济南市,针灸推拿学,中专及以上,身高不低于155里面，体重不超过140斤。不是过敏性皮肤。身体健康。
,正式,美容师,山东省 济南市,中医康复学,中专及以上,身高不低于155里面，体重不超过140斤。不是过敏性皮肤。身体健康。
,正式,美容师,山东省 济南市,康复治疗学,中专及以上,身高不低于155里面，体重不超过140斤。不是过敏性皮肤。身体健康。
,正式,美容师,山东省 济南市,康复物理治疗,中专及以上,身高不低于155里面，体重不超过140斤。不是过敏性皮肤。身体健康。
,正式,美容师,山东省 济南市,护理学类,中专及以上,身高不低于155里面，体重不超过140斤。不是过敏性皮肤。身体健康。
人力资源管理专员,正式,人事专员,济南市,工商管理,本科及以上,1、人力资源管理、工商管理等相关专业，了解人力专业基础知识；2、沟通表达能力优秀；3、主观能动性强，善于团队合作；4、工作细心，具有亲和力。
,正式,人事专员,济南市,人力资源管理,本科及以上,1、人力资源管理、工商管理等相关专业，了解人力专业基础知识；2、沟通表达能力优秀；3、主观能动性强，善于团队合作；4、工作细心，具有亲和力。
会计,正式,会计,济南市,会计学,本科及以上,1、全日制大学本科及以上学历，会计相关专业；2、对财务软件运用熟练；3、具有良好的职业素养，耐心细致，责任心强；4、较强的学习能力及工作效率；5、具有较好的理解分析能力、沟通能力和团队合作意识。
,正式,会计,济南市,审计学,本科及以上,1、全日制大学本科及以上学历，会计相关专业；2、对财务软件运用熟练；3、具有良好的职业素养，耐心细致，责任心强；4、较强的学习能力及工作效率；5、具有较好的理解分析能力、沟通能力和团队合作意识。
,正式,会计,济南市,财务管理,本科及以上,1、全日制大学本科及以上学历，会计相关专业；2、对财务软件运用熟练；3、具有良好的职业素养，耐心细致，责任心强；4、较强的学习能力及工作效率；5、具有较好的理解分析能力、沟通能力和团队合作意识。
国内服务工程师,正式,售前/售后技术支持工程师,陕西省 安徽省 河南省,机械工程,本科及以上,1.机电类相关专业者；2适应省内短期出差，有驾照者优先；3.学习能力强，动手能力强，善于总结问题并解决问题。
,正式,售前/售后技术支持工程师,陕西省 安徽省 河南省,机械设计制造及其自动化,本科及以上,1.机电类相关专业者；2适应省内短期出差，有驾照者优先；3.学习能力强，动手能力强，善于总结问题并解决问题。
,正式,售前/售后技术支持工程师,陕西省 安徽省 河南省,材料成型及控制工程,本科及以上,1.机电类相关专业者；2适应省内短期出差，有驾照者优先；3.学习能力强，动手能力强，善于总结问题并解决问题。
,正式,售前/售后技术支持工程师,陕西省 安徽省 河南省,机械电子工程,本科及以上,1.机电类相关专业者；2适应省内短期出差，有驾照者优先；3.学习能力强，动手能力强，善于总结问题并解决问题。
国内销售工程师·,正式,销售工程师,济南市,不限专业,本科及以上,1、本科及以上学历、机械机电、自动化专业优先；2、试用期接受部门轮岗；3、转正后能适应短期出差，有驾照；4、有较强的沟通能力、抗压能力，有上进心，有清晰明确的个人发展规划；5、热爱销售工作，喜欢挑战，有相关社会实践经验或团体组织活动经验为佳。
